Sequence	Position	P start	P occupied
TEMP	24231	0.00455	0.500
TEMP	24232	0.00811	0.505
TEMP	24233	0.0157	0.519
TEMP	24234	0.0199	0.538
TEMP	24235	0.0149	0.552
TEMP	24236	0.0088	0.560
TEMP	24237	0.00456	0.563
TEMP	24238	0.00413	0.566
TEMP	24239	0.00342	0.567
TEMP	24240	0.0046	0.569
TEMP	24241	0.00563	0.573
TEMP	24242	0.00429	0.576
TEMP	24243	0.00356	0.579
TEMP	24244	0.00253	0.580
TEMP	24245	0.0015	0.580
TEMP	24246	0.00145	0.577
TEMP	24247	0.0016	0.574
TEMP	24248	0.0016	0.570
TEMP	24249	0.00181	0.568
TEMP	24250	0.00215	0.567
TEMP	24251	0.00389	0.569
TEMP	24252	0.00603	0.574
TEMP	24253	0.00639	0.580
TEMP	24254	0.00319	0.582
TEMP	24255	0.00172	0.583
TEMP	24256	0.000719	0.583
TEMP	24257	0.000456	0.581
TEMP	24258	0.000603	0.580
TEMP	24259	0.000826	0.579
TEMP	24260	0.00128	0.579
TEMP	24261	0.00215	0.580
TEMP	24262	0.00263	0.582
TEMP	24263	0.00227	0.584
TEMP	24264	0.00193	0.585
TEMP	24265	0.00166	0.586
TEMP	24266	0.00174	0.587
TEMP	24267	0.00232	0.588
TEMP	24268	0.00328	0.589
TEMP	24269	0.00484	0.591
TEMP	24270	0.00842	0.597
TEMP	24271	0.0134	0.609
TEMP	24272	0.0137	0.622
TEMP	24273	0.00934	0.632
TEMP	24274	0.00558	0.637
TEMP	24275	0.00199	0.639
TEMP	24276	0.000766	0.639
TEMP	24277	0.00054	0.638
TEMP	24278	0.000912	0.637
TEMP	24279	0.00244	0.636
TEMP	24280	0.0057	0.636
TEMP	24281	0.00795	0.638
TEMP	24282	0.00529	0.635
TEMP	24283	0.00468	0.632
TEMP	24284	0.00204	0.630
TEMP	24285	0.00179	0.629
TEMP	24286	0.00127	0.629
TEMP	24287	0.000875	0.629
TEMP	24288	0.000895	0.629
TEMP	24289	0.00107	0.629
TEMP	24290	0.00119	0.629
TEMP	24291	0.00101	0.629
TEMP	24292	0.00171	0.629
TEMP	24293	0.00183	0.630
TEMP	24294	0.00217	0.631
TEMP	24295	0.00217	0.632
TEMP	24296	0.00195	0.632
TEMP	24297	0.00203	0.633
TEMP	24298	0.00184	0.634
TEMP	24299	0.00191	0.635
TEMP	24300	0.00234	0.637
TEMP	24301	0.0028	0.639
TEMP	24302	0.00203	0.640
TEMP	24303	0.00148	0.640
TEMP	24304	0.000782	0.639
TEMP	24305	0.000699	0.638
TEMP	24306	0.000757	0.636
TEMP	24307	0.00143	0.635
TEMP	24308	0.00223	0.636
TEMP	24309	0.0031	0.639
TEMP	24310	0.00315	0.641
TEMP	24311	0.00266	0.642
TEMP	24312	0.00193	0.642
TEMP	24313	0.000777	0.640
TEMP	24314	0.0004	0.637
TEMP	24315	0.000229	0.632
TEMP	24316	0.000203	0.627
TEMP	24317	0.000296	0.622
TEMP	24318	0.000512	0.620
TEMP	24319	0.000641	0.619
TEMP	24320	0.00167	0.619
TEMP	24321	0.0034	0.622
TEMP	24322	0.00556	0.627
TEMP	24323	0.00696	0.633
TEMP	24324	0.00485	0.636
TEMP	24325	0.00335	0.638
TEMP	24326	0.0023	0.637
TEMP	24327	0.00176	0.636
TEMP	24328	0.00137	0.634
TEMP	24329	0.00115	0.633
TEMP	24330	0.000727	0.632
TEMP	24331	0.000569	0.631
TEMP	24332	0.000648	0.630
TEMP	24333	0.000953	0.631
TEMP	24334	0.00112	0.631
TEMP	24335	0.00118	0.631
TEMP	24336	0.00155	0.630
TEMP	24337	0.00117	0.627
TEMP	24338	0.000908	0.620
TEMP	24339	0.000794	0.615
TEMP	24340	0.000875	0.612
TEMP	24341	0.0011	0.611
TEMP	24342	0.00122	0.612
TEMP	24343	0.00132	0.613
TEMP	24344	0.0013	0.614
TEMP	24345	0.000964	0.614
TEMP	24346	0.000602	0.612
TEMP	24347	0.000325	0.607
TEMP	24348	0.0002	0.591
TEMP	24349	0.000204	0.558
TEMP	24350	0.000268	0.527
TEMP	24351	0.000393	0.507
TEMP	24352	0.000749	0.499
TEMP	24353	0.00111	0.497
TEMP	24354	0.00149	0.498
TEMP	24355	0.00212	0.499
TEMP	24356	0.00234	0.501
TEMP	24357	0.00184	0.502
TEMP	24358	0.00106	0.500
TEMP	24359	0.000714	0.492
TEMP	24360	0.000665	0.471
TEMP	24361	0.000827	0.439
TEMP	24362	0.00131	0.416
TEMP	24363	0.00149	0.405
TEMP	24364	0.00126	0.401
TEMP	24365	0.000862	0.399
TEMP	24366	0.000649	0.397
TEMP	24367	0.000463	0.394
TEMP	24368	0.00044	0.391
TEMP	24369	0.000433	0.387
TEMP	24370	0.000577	0.382
TEMP	24371	0.00108	0.379
TEMP	24372	0.00154	0.378
TEMP	24373	0.00211	0.378
TEMP	24374	0.00178	0.379
TEMP	24375	0.00171	0.380
TEMP	24376	0.00117	0.380
TEMP	24377	0.00114	0.379
TEMP	24378	0.000667	0.375
TEMP	24379	0.000506	0.367
TEMP	24380	0.000268	0.352
TEMP	24381	0.00026	0.332
TEMP	24382	0.000378	0.318
TEMP	24383	0.000656	0.310
TEMP	24384	0.000629	0.306
TEMP	24385	0.000645	0.302
TEMP	24386	0.000574	0.299
TEMP	24387	0.000639	0.295
TEMP	24388	0.000743	0.290
TEMP	24389	0.000965	0.287
TEMP	24390	0.0015	0.285
TEMP	24391	0.00222	0.285
TEMP	24392	0.00284	0.286
TEMP	24393	0.00184	0.287
TEMP	24394	0.00115	0.286
TEMP	24395	0.000456	0.285
TEMP	24396	0.000188	0.283
TEMP	24397	0.000127	0.281
TEMP	24398	0.000149	0.278
TEMP	24399	0.000228	0.272
TEMP	24400	0.000413	0.266
TEMP	24401	0.000503	0.263
TEMP	24402	0.000568	0.262
TEMP	24403	0.000863	0.262
TEMP	24404	0.00144	0.263
TEMP	24405	0.00158	0.264
TEMP	24406	0.00126	0.264
TEMP	24407	0.000928	0.264
TEMP	24408	0.000537	0.262
TEMP	24409	0.000343	0.260
TEMP	24410	0.00035	0.258
TEMP	24411	0.00059	0.257
TEMP	24412	0.00111	0.256
TEMP	24413	0.00187	0.257
TEMP	24414	0.00266	0.257
TEMP	24415	0.00212	0.256
TEMP	24416	0.00141	0.252
TEMP	24417	0.000891	0.245
TEMP	24418	0.000627	0.232
TEMP	24419	0.000729	0.219
TEMP	24420	0.00125	0.211
TEMP	24421	0.00187	0.207
TEMP	24422	0.00239	0.208
TEMP	24423	0.00224	0.209
TEMP	24424	0.00211	0.211
TEMP	24425	0.00198	0.212
TEMP	24426	0.00188	0.211
TEMP	24427	0.00166	0.207
TEMP	24428	0.00165	0.201
TEMP	24429	0.00136	0.197
TEMP	24430	0.000979	0.193
TEMP	24431	0.000826	0.192
TEMP	24432	0.000965	0.191
TEMP	24433	0.00136	0.191
TEMP	24434	0.00177	0.192
TEMP	24435	0.00195	0.193
TEMP	24436	0.00167	0.194
TEMP	24437	0.00115	0.194
TEMP	24438	0.000722	0.193
TEMP	24439	0.000505	0.192
TEMP	24440	0.000562	0.191
TEMP	24441	0.000544	0.189
TEMP	24442	0.00056	0.188
TEMP	24443	0.000469	0.186
TEMP	24444	0.000403	0.185
TEMP	24445	0.00035	0.183
TEMP	24446	0.00029	0.182
TEMP	24447	0.000323	0.180
TEMP	24448	0.000394	0.177
TEMP	24449	0.000515	0.176
TEMP	24450	0.000698	0.175
TEMP	24451	0.000853	0.175
TEMP	24452	0.001	0.175
TEMP	24453	0.00124	0.176
TEMP	24454	0.001	0.175
TEMP	24455	0.000715	0.174
TEMP	24456	0.000413	0.171
TEMP	24457	0.000313	0.168
TEMP	24458	0.000282	0.166
TEMP	24459	0.000416	0.164
TEMP	24460	0.000519	0.164
TEMP	24461	0.000829	0.164
TEMP	24462	0.00112	0.165
TEMP	24463	0.000895	0.166
TEMP	24464	0.000611	0.166
TEMP	24465	0.000357	0.166
TEMP	24466	0.000253	0.166
TEMP	24467	0.000188	0.164
TEMP	24468	0.000191	0.161
TEMP	24469	0.000237	0.156
TEMP	24470	0.000368	0.149
TEMP	24471	0.000504	0.145
TEMP	24472	0.000487	0.142
TEMP	24473	0.000562	0.140
TEMP	24474	0.000509	0.139
TEMP	24475	0.000308	0.138
TEMP	24476	0.000275	0.137
TEMP	24477	0.000207	0.137
TEMP	24478	0.000211	0.136
TEMP	24479	0.000186	0.136
TEMP	24480	0.000146	0.135
TEMP	24481	0.000232	0.134
TEMP	24482	0.000412	0.133
TEMP	24483	0.000626	0.132
TEMP	24484	0.000845	0.132
TEMP	24485	0.000857	0.132
TEMP	24486	0.000599	0.132
TEMP	24487	0.000411	0.131
TEMP	24488	0.000377	0.131
TEMP	24489	0.000325	0.130
TEMP	24490	0.000369	0.129
TEMP	24491	0.000313	0.128
TEMP	24492	0.000233	0.127
TEMP	24493	0.000184	0.127
TEMP	24494	0.000159	0.126
TEMP	24495	0.000169	0.126
TEMP	24496	0.000193	0.126
TEMP	24497	0.000183	0.126
TEMP	24498	0.000165	0.126
TEMP	24499	9.94e-05	0.125
TEMP	24500	9.12e-05	0.124
TEMP	24501	9.62e-05	0.123
TEMP	24502	0.000126	0.121
TEMP	24503	0.000137	0.119
TEMP	24504	0.0002	0.117
TEMP	24505	0.000231	0.116
TEMP	24506	0.00039	0.116
TEMP	24507	0.000474	0.116
TEMP	24508	0.000547	0.116
TEMP	24509	0.000459	0.115
TEMP	24510	0.000409	0.114
TEMP	24511	0.000235	0.113
TEMP	24512	0.000126	0.112
TEMP	24513	5.36e-05	0.111
TEMP	24514	4.45e-05	0.111
TEMP	24515	7.15e-05	0.110
TEMP	24516	0.000153	0.110
TEMP	24517	0.000485	0.110
TEMP	24518	0.000902	0.110
TEMP	24519	0.00118	0.110
TEMP	24520	0.00119	0.109
TEMP	24521	0.00104	0.108
TEMP	24522	0.00052	0.107
TEMP	24523	0.000206	0.106
TEMP	24524	0.000113	0.105
TEMP	24525	9e-05	0.104
TEMP	24526	0.00013	0.104
TEMP	24527	0.000256	0.104
TEMP	24528	0.000595	0.104
TEMP	24529	0.00114	0.105
TEMP	24530	0.00121	0.105
TEMP	24531	0.000988	0.106
TEMP	24532	0.000416	0.106
TEMP	24533	0.000192	0.105
TEMP	24534	6.93e-05	0.105
TEMP	24535	5.24e-05	0.104
TEMP	24536	5.59e-05	0.103
TEMP	24537	0.000139	0.102
TEMP	24538	0.000285	0.100
TEMP	24539	0.000517	0.0978
TEMP	24540	0.00077	0.0968
TEMP	24541	0.000748	0.0964
TEMP	24542	0.00064	0.0965
TEMP	24543	0.000441	0.0968
TEMP	24544	0.000413	0.0971
TEMP	24545	0.000376	0.0973
TEMP	24546	0.000422	0.0975
TEMP	24547	0.000365	0.0975
TEMP	24548	0.000349	0.0973
TEMP	24549	0.000317	0.0971
TEMP	24550	0.000321	0.0965
TEMP	24551	0.000279	0.0954
TEMP	24552	0.000204	0.0940
TEMP	24553	0.00017	0.0929
TEMP	24554	0.000148	0.0921
TEMP	24555	0.000135	0.0917
TEMP	24556	0.00015	0.0915
TEMP	24557	0.000217	0.0914
TEMP	24558	0.000291	0.0911
TEMP	24559	0.000349	0.0903
TEMP	24560	0.000482	0.0889
TEMP	24561	0.000372	0.0866
TEMP	24562	0.000258	0.0848
TEMP	24563	0.000179	0.0835
TEMP	24564	0.000155	0.0828
TEMP	24565	0.000207	0.0824
TEMP	24566	0.000325	0.0820
TEMP	24567	0.000353	0.0811
TEMP	24568	0.000366	0.0796
TEMP	24569	0.000254	0.0775
TEMP	24570	0.000256	0.0755
TEMP	24571	0.000288	0.0736
TEMP	24572	0.000227	0.0719
TEMP	24573	0.000265	0.0703
TEMP	24574	0.000325	0.0689
TEMP	24575	0.000395	0.0677
TEMP	24576	0.000386	0.0667
TEMP	24577	0.000398	0.0661
TEMP	24578	0.000326	0.0656
TEMP	24579	0.000227	0.0649
TEMP	24580	0.00017	0.0637
TEMP	24581	8.89e-05	0.0620
TEMP	24582	6.8e-05	0.0601
TEMP	24583	6.91e-05	0.0585
TEMP	24584	0.000113	0.0575
TEMP	24585	0.000257	0.0570
TEMP	24586	0.000767	0.0573
TEMP	24587	0.00147	0.0582
TEMP	24588	0.00175	0.0594
TEMP	24589	0.00126	0.0601
TEMP	24590	0.000559	0.0602
TEMP	24591	0.00034	0.0601
TEMP	24592	0.000255	0.0600
TEMP	24593	0.00022	0.0600
TEMP	24594	0.000249	0.0599
TEMP	24595	0.000487	0.0600
TEMP	24596	0.0011	0.0606
TEMP	24597	0.00238	0.0623
TEMP	24598	0.0038	0.0652
TEMP	24599	0.00455	0.0688
TEMP	24600	0.00251	0.0700
TEMP	24601	0.00101	0.0700
TEMP	24602	0.000459	0.0698
TEMP	24603	0.000298	0.0697
TEMP	24604	0.000208	0.0696
TEMP	24605	0.000248	0.0695
TEMP	24606	0.000618	0.0697
TEMP	24607	0.0022	0.0714
TEMP	24608	0.00543	0.0760
TEMP	24609	0.0142	0.0891
TEMP	24610	0.0152	0.103
TEMP	24611	0.014	0.116
TEMP	24612	0.00858	0.125
TEMP	24613	0.00536	0.130
TEMP	24614	0.00325	0.133
TEMP	24615	0.00311	0.136
TEMP	24616	0.00229	0.138
TEMP	24617	0.00255	0.140
TEMP	24618	0.00348	0.143
TEMP	24619	0.00457	0.147
TEMP	24620	0.0057	0.152
TEMP	24621	0.00368	0.155
TEMP	24622	0.00211	0.157
TEMP	24623	0.00102	0.158
TEMP	24624	0.00047	0.158
TEMP	24625	0.000321	0.158
TEMP	24626	0.000562	0.159
TEMP	24627	0.00101	0.159
TEMP	24628	0.0019	0.161
TEMP	24629	0.00311	0.164
TEMP	24630	0.00414	0.167
TEMP	24631	0.00394	0.170
TEMP	24632	0.00216	0.172
TEMP	24633	0.00149	0.173
TEMP	24634	0.00113	0.173
TEMP	24635	0.00116	0.174
TEMP	24636	0.00117	0.175
TEMP	24637	0.00133	0.176
TEMP	24638	0.00171	0.177
TEMP	24639	0.00255	0.180
TEMP	24640	0.00435	0.184
TEMP	24641	0.0051	0.189
TEMP	24642	0.00649	0.195
TEMP	24643	0.00625	0.201
TEMP	24644	0.00704	0.208
TEMP	24645	0.00945	0.217
TEMP	24646	0.0138	0.231
TEMP	24647	0.0148	0.246
TEMP	24648	0.0118	0.257
TEMP	24649	0.00606	0.263
TEMP	24650	0.00267	0.266
TEMP	24651	0.00165	0.267
TEMP	24652	0.00119	0.268
TEMP	24653	0.00109	0.269
TEMP	24654	0.00151	0.270
TEMP	24655	0.00197	0.271
TEMP	24656	0.00327	0.274
TEMP	24657	0.00335	0.277
TEMP	24658	0.00288	0.280
TEMP	24659	0.00203	0.282
TEMP	24660	0.0011	0.283
TEMP	24661	0.00123	0.284
TEMP	24662	0.00106	0.285
TEMP	24663	0.00117	0.286
TEMP	24664	0.00118	0.287
TEMP	24665	0.000976	0.287
TEMP	24666	0.000794	0.286
TEMP	24667	0.00069	0.286
TEMP	24668	0.000624	0.285
TEMP	24669	0.000599	0.285
TEMP	24670	0.000633	0.286
TEMP	24671	0.000445	0.286
TEMP	24672	0.000301	0.286
TEMP	24673	0.00043	0.287
TEMP	24674	0.000682	0.287
TEMP	24675	0.00159	0.288
TEMP	24676	0.00371	0.291
TEMP	24677	0.00616	0.296
TEMP	24678	0.00699	0.302
TEMP	24679	0.00661	0.308
TEMP	24680	0.00422	0.312
TEMP	24681	0.00289	0.315
TEMP	24682	0.00124	0.316
TEMP	24683	0.000883	0.317
TEMP	24684	0.000602	0.317
TEMP	24685	0.000668	0.318
TEMP	24686	0.00063	0.318
TEMP	24687	0.000746	0.318
TEMP	24688	0.00124	0.318
TEMP	24689	0.00231	0.320
TEMP	24690	0.00264	0.322
TEMP	24691	0.00232	0.324
TEMP	24692	0.00198	0.326
TEMP	24693	0.00108	0.326
TEMP	24694	0.00115	0.327
TEMP	24695	0.00209	0.329
TEMP	24696	0.00478	0.333
TEMP	24697	0.00933	0.342
TEMP	24698	0.0115	0.353
TEMP	24699	0.00978	0.363
TEMP	24700	0.00619	0.369
TEMP	24701	0.00317	0.372
TEMP	24702	0.00151	0.373
TEMP	24703	0.000726	0.374
TEMP	24704	0.000639	0.374
TEMP	24705	0.000724	0.375
TEMP	24706	0.000948	0.375
TEMP	24707	0.00181	0.377
TEMP	24708	0.00301	0.379
TEMP	24709	0.00541	0.385
TEMP	24710	0.00711	0.391
TEMP	24711	0.00575	0.397
TEMP	24712	0.00332	0.400
TEMP	24713	0.00195	0.402
TEMP	24714	0.00123	0.403
TEMP	24715	0.00106	0.403
TEMP	24716	0.00121	0.404
TEMP	24717	0.00173	0.406
TEMP	24718	0.00191	0.407
TEMP	24719	0.00164	0.409
TEMP	24720	0.0018	0.410
TEMP	24721	0.00159	0.412
TEMP	24722	0.00129	0.413
TEMP	24723	0.00107	0.413
TEMP	24724	0.00122	0.414
TEMP	24725	0.00133	0.415
TEMP	24726	0.00135	0.416
TEMP	24727	0.00165	0.418
TEMP	24728	0.00222	0.420
TEMP	24729	0.00283	0.423
TEMP	24730	0.00534	0.428
TEMP	24731	0.00648	0.434
TEMP	24732	0.00599	0.440
TEMP	24733	0.00359	0.443
TEMP	24734	0.00113	0.442
TEMP	24735	0.00047	0.441
TEMP	24736	0.000348	0.440
TEMP	24737	0.000425	0.440
TEMP	24738	0.00128	0.441
TEMP	24739	0.00449	0.445
TEMP	24740	0.0106	0.456
TEMP	24741	0.0128	0.468
TEMP	24742	0.00932	0.477
TEMP	24743	0.00564	0.482
TEMP	24744	0.00598	0.485
TEMP	24745	0.0075	0.489
TEMP	24746	0.0108	0.495
TEMP	24747	0.0147	0.507
TEMP	24748	0.00912	0.515
TEMP	24749	0.00507	0.520
TEMP	24750	0.00246	0.522
TEMP	24751	0.00224	0.524
TEMP	24752	0.00166	0.526
TEMP	24753	0.00144	0.526
TEMP	24754	0.00104	0.525
TEMP	24755	0.000995	0.521
TEMP	24756	0.000928	0.508
TEMP	24757	0.00183	0.494
TEMP	24758	0.00376	0.484
TEMP	24759	0.00745	0.483
TEMP	24760	0.00875	0.486
TEMP	24761	0.0055	0.488
TEMP	24762	0.00414	0.490
TEMP	24763	0.00477	0.492
TEMP	24764	0.00657	0.496
TEMP	24765	0.00783	0.500
TEMP	24766	0.00876	0.505
TEMP	24767	0.00751	0.506
TEMP	24768	0.00388	0.507
TEMP	24769	0.00222	0.507
TEMP	24770	0.00134	0.507
TEMP	24771	0.00124	0.508
TEMP	24772	0.00145	0.509
TEMP	24773	0.00141	0.510
TEMP	24774	0.00173	0.510
TEMP	24775	0.00176	0.510
TEMP	24776	0.0027	0.510
TEMP	24777	0.00289	0.509
TEMP	24778	0.00326	0.508
TEMP	24779	0.00452	0.510
TEMP	24780	0.00393	0.513
TEMP	24781	0.00197	0.514
TEMP	24782	0.000817	0.513
TEMP	24783	0.000504	0.513
TEMP	24784	0.000329	0.512
TEMP	24785	0.000319	0.510
TEMP	24786	0.000456	0.508
TEMP	24787	0.000717	0.504
TEMP	24788	0.00117	0.501
TEMP	24789	0.00151	0.496
TEMP	24790	0.00165	0.491
TEMP	24791	0.00183	0.486
TEMP	24792	0.0021	0.478
TEMP	24793	0.00185	0.466
TEMP	24794	0.00205	0.454
TEMP	24795	0.00214	0.444
TEMP	24796	0.00215	0.440
TEMP	24797	0.00241	0.440
TEMP	24798	0.00268	0.441
TEMP	24799	0.00347	0.443
TEMP	24800	0.00343	0.446
TEMP	24801	0.00322	0.447
TEMP	24802	0.00197	0.447
TEMP	24803	0.00131	0.445
TEMP	24804	0.00121	0.443
TEMP	24805	0.00129	0.442
TEMP	24806	0.0022	0.442
TEMP	24807	0.00767	0.448
TEMP	24808	0.0137	0.461
TEMP	24809	0.0144	0.474
TEMP	24810	0.0119	0.485
TEMP	24811	0.00488	0.489
TEMP	24812	0.00265	0.490
TEMP	24813	0.00198	0.491
TEMP	24814	0.0018	0.493
TEMP	24815	0.00194	0.494
TEMP	24816	0.00196	0.495
TEMP	24817	0.00196	0.497
TEMP	24818	0.00188	0.498
TEMP	24819	0.00255	0.500
TEMP	24820	0.00383	0.504
TEMP	24821	0.00554	0.508
TEMP	24822	0.00607	0.513
TEMP	24823	0.00489	0.514
TEMP	24824	0.00228	0.510
TEMP	24825	0.0016	0.505
TEMP	24826	0.00113	0.499
TEMP	24827	0.0017	0.497
TEMP	24828	0.00271	0.497
TEMP	24829	0.00417	0.500
TEMP	24830	0.00574	0.504
TEMP	24831	0.00577	0.510
TEMP	24832	0.00434	0.513
TEMP	24833	0.00393	0.517
TEMP	24834	0.00464	0.520
TEMP	24835	0.00633	0.526
TEMP	24836	0.0073	0.531
TEMP	24837	0.0055	0.533
TEMP	24838	0.00288	0.534
TEMP	24839	0.00199	0.534
TEMP	24840	0.00141	0.534
TEMP	24841	0.00212	0.535
TEMP	24842	0.00323	0.536
TEMP	24843	0.00486	0.537
TEMP	24844	0.00457	0.532
TEMP	24845	0.0041	0.524
TEMP	24846	0.00298	0.518
TEMP	24847	0.00216	0.514
TEMP	24848	0.00206	0.512
TEMP	24849	0.00163	0.513
TEMP	24850	0.00163	0.513
TEMP	24851	0.0016	0.514
TEMP	24852	0.00133	0.515
TEMP	24853	0.00178	0.516
TEMP	24854	0.00268	0.517
TEMP	24855	0.00337	0.517
TEMP	24856	0.00369	0.515
TEMP	24857	0.00456	0.513
TEMP	24858	0.00258	0.510
TEMP	24859	0.00158	0.508
TEMP	24860	0.00109	0.507
TEMP	24861	0.00101	0.507
TEMP	24862	0.0012	0.507
TEMP	24863	0.00174	0.507
TEMP	24864	0.00238	0.508
TEMP	24865	0.00319	0.509
TEMP	24866	0.00536	0.513
TEMP	24867	0.00435	0.516
TEMP	24868	0.00454	0.519
TEMP	24869	0.00419	0.522
TEMP	24870	0.00364	0.524
TEMP	24871	0.00316	0.526
TEMP	24872	0.0027	0.527
TEMP	24873	0.00381	0.530
TEMP	24874	0.00547	0.534
TEMP	24875	0.0111	0.543
TEMP	24876	0.0232	0.563
TEMP	24877	0.027	0.585
TEMP	24878	0.0198	0.598
TEMP	24879	0.00948	0.601
TEMP	24880	0.00398	0.602
TEMP	24881	0.00156	0.602
TEMP	24882	0.00101	0.603
TEMP	24883	0.000796	0.603
TEMP	24884	0.00119	0.604
TEMP	24885	0.00225	0.605
TEMP	24886	0.00409	0.605
TEMP	24887	0.00401	0.598
TEMP	24888	0.00258	0.588
TEMP	24889	0.00203	0.580
TEMP	24890	0.00146	0.576
TEMP	24891	0.00139	0.572
TEMP	24892	0.00113	0.565
TEMP	24893	0.00114	0.556
TEMP	24894	0.00116	0.542
TEMP	24895	0.00118	0.534
TEMP	24896	0.00153	0.531
TEMP	24897	0.00232	0.531
TEMP	24898	0.0022	0.530
TEMP	24899	0.00327	0.532
TEMP	24900	0.0035	0.534
TEMP	24901	0.00408	0.537
TEMP	24902	0.00496	0.541
TEMP	24903	0.00505	0.545
TEMP	24904	0.00653	0.550
TEMP	24905	0.00686	0.553
TEMP	24906	0.00549	0.551
TEMP	24907	0.00448	0.547
TEMP	24908	0.0033	0.545
TEMP	24909	0.00202	0.543
TEMP	24910	0.00125	0.539
TEMP	24911	0.00141	0.534
TEMP	24912	0.00224	0.528
TEMP	24913	0.00472	0.524
TEMP	24914	0.0111	0.528
TEMP	24915	0.0195	0.543
TEMP	24916	0.0207	0.562
TEMP	24917	0.0127	0.573
TEMP	24918	0.00429	0.576
TEMP	24919	0.00158	0.576
TEMP	24920	0.000485	0.576
TEMP	24921	0.000212	0.574
TEMP	24922	0.000177	0.572
TEMP	24923	0.000302	0.570
TEMP	24924	0.000744	0.568
TEMP	24925	0.00187	0.566
TEMP	24926	0.00271	0.565
TEMP	24927	0.00242	0.563
TEMP	24928	0.00205	0.563
TEMP	24929	0.00132	0.564
TEMP	24930	0.00108	0.564
TEMP	24931	0.00141	0.565
TEMP	24932	0.00205	0.567
TEMP	24933	0.0039	0.571
TEMP	24934	0.00786	0.578
TEMP	24935	0.0154	0.592
TEMP	24936	0.0179	0.608
TEMP	24937	0.0135	0.620
TEMP	24938	0.00445	0.623
TEMP	24939	0.00156	0.622
TEMP	24940	0.000717	0.621
TEMP	24941	0.000426	0.619
TEMP	24942	0.000504	0.618
TEMP	24943	0.0011	0.617
TEMP	24944	0.00394	0.618
TEMP	24945	0.0118	0.627
TEMP	24946	0.0183	0.642
TEMP	24947	0.0151	0.654
TEMP	24948	0.0074	0.658
TEMP	24949	0.00192	0.658
TEMP	24950	0.000644	0.657
TEMP	24951	0.000268	0.656
TEMP	24952	0.000226	0.655
TEMP	24953	0.000255	0.653
TEMP	24954	0.000379	0.646
TEMP	24955	0.000702	0.633
TEMP	24956	0.00152	0.620
TEMP	24957	0.00187	0.610
TEMP	24958	0.0024	0.608
TEMP	24959	0.00137	0.607
TEMP	24960	0.000632	0.605
TEMP	24961	0.000342	0.604
TEMP	24962	0.000258	0.602
TEMP	24963	0.000284	0.600
TEMP	24964	0.000367	0.599
TEMP	24965	0.000678	0.598
TEMP	24966	0.000824	0.596
TEMP	24967	0.00113	0.593
TEMP	24968	0.00103	0.589
TEMP	24969	0.000843	0.583
TEMP	24970	0.000599	0.579
TEMP	24971	0.000486	0.577
TEMP	24972	0.000425	0.576
TEMP	24973	0.000578	0.576
TEMP	24974	0.00107	0.575
TEMP	24975	0.00188	0.574
TEMP	24976	0.00287	0.573
TEMP	24977	0.00305	0.570
TEMP	24978	0.00389	0.568
TEMP	24979	0.00228	0.566
TEMP	24980	0.00137	0.564
TEMP	24981	0.000942	0.560
TEMP	24982	0.00106	0.555
TEMP	24983	0.00142	0.549
TEMP	24984	0.00253	0.546
TEMP	24985	0.00597	0.549
TEMP	24986	0.00704	0.554
TEMP	24987	0.00523	0.558
TEMP	24988	0.00297	0.559
TEMP	24989	0.00144	0.557
TEMP	24990	0.00108	0.553
TEMP	24991	0.00113	0.550
TEMP	24992	0.00168	0.547
TEMP	24993	0.00261	0.547
TEMP	24994	0.00361	0.548
TEMP	24995	0.00465	0.551
TEMP	24996	0.0036	0.553
TEMP	24997	0.00283	0.554
TEMP	24998	0.00227	0.555
TEMP	24999	0.0022	0.556
TEMP	25000	0.00197	0.556
TEMP	25001	0.00234	0.555
TEMP	25002	0.00319	0.555
TEMP	25003	0.00308	0.555
TEMP	25004	0.00334	0.553
TEMP	25005	0.00273	0.554
TEMP	25006	0.00163	0.554
TEMP	25007	0.00117	0.554
TEMP	25008	0.000671	0.553
TEMP	25009	0.000474	0.553
TEMP	25010	0.000442	0.551
TEMP	25011	0.000618	0.550
TEMP	25012	0.00146	0.548
TEMP	25013	0.00326	0.546
TEMP	25014	0.0052	0.547
TEMP	25015	0.00366	0.546
TEMP	25016	0.0024	0.544
TEMP	25017	0.00126	0.542
TEMP	25018	0.000599	0.539
TEMP	25019	0.00045	0.537
TEMP	25020	0.000325	0.533
TEMP	25021	0.00038	0.528
TEMP	25022	0.000852	0.518
TEMP	25023	0.00204	0.497
TEMP	25024	0.00583	0.476
TEMP	25025	0.00696	0.463
TEMP	25026	0.00692	0.460
TEMP	25027	0.00657	0.463
TEMP	25028	0.00351	0.465
TEMP	25029	0.00187	0.466
TEMP	25030	0.00155	0.466
TEMP	25031	0.00156	0.467
TEMP	25032	0.00258	0.467
TEMP	25033	0.00491	0.468
TEMP	25034	0.00942	0.473
TEMP	25035	0.0124	0.483
TEMP	25036	0.0151	0.496
TEMP	25037	0.00681	0.501
TEMP	25038	0.00253	0.503
TEMP	25039	0.00113	0.503
TEMP	25040	0.00065	0.502
TEMP	25041	0.000529	0.502
TEMP	25042	0.000564	0.501
TEMP	25043	0.000856	0.500
TEMP	25044	0.0014	0.499
TEMP	25045	0.00296	0.500
TEMP	25046	0.00585	0.503
TEMP	25047	0.00865	0.508
